component,config,configured_component_weight,cosine_with_v,effective_weight,gradient_norm,loss,timestep,weighted_gradient_norm,weighted_to_v_gradient_ratio,zero_gradient
v_loss,ordered_edge,0.0,1.0,1.0,1.4025861024856567,0.5918357372283936,10,1.4025861024856567,1.0,False
ordered_xy,ordered_edge,0.1,0.6945355534553528,0.03,0.004567884374409914,0.0011439807713031769,10,0.0001370365312322974,9.770275848979388e-05,False
edge_vector,ordered_edge,1.0,0.5594680905342102,0.3,2.370267868041992,0.5911487340927124,10,0.7110803604125976,0.5069780451641608,False
segment_length,ordered_edge,1.0,0.46694597601890564,0.3,3.171954393386841,0.5827444791793823,10,0.9515863180160522,0.6784512667918606,False
chain_length,ordered_edge,0.1,0.4758431315422058,0.03,3.3931522369384766,0.33269184827804565,10,0.1017945671081543,0.07257634089469048,False
temporal_edge,ordered_edge,0.0,0.4304513931274414,0.0,7.818447589874268,1.5622564554214478,10,0.0,0.0,False
tail_ordered,ordered_edge,0.0,0.508527398109436,0.0,6.697319030761719,2.4529004096984863,10,0.0,0.0,False
tail_edge_vector,ordered_edge,0.0,0.36652255058288574,0.0,11.001276969909668,2.9251303672790527,10,0.0,0.0,False
tail_segment,ordered_edge,0.0,0.28414130210876465,0.0,13.696235656738281,2.817873001098633,10,0.0,0.0,False
tail_chain,ordered_edge,0.0,0.2466338872909546,0.0,9.177414894104004,1.0110067129135132,10,0.0,0.0,False
v_loss,ordered_edge,0.0,1.0,1.0,0.5300165414810181,0.38660523295402527,50,0.5300165414810181,1.0,False
ordered_xy,ordered_edge,0.1,0.49653300642967224,0.03,0.016109909862279892,0.005137668922543526,50,0.0004832972958683967,0.0009118532310669505,False
edge_vector,ordered_edge,1.0,0.1316613256931305,0.3,2.5944271087646484,0.43996894359588623,50,0.7783281326293945,1.46849781415222,False
segment_length,ordered_edge,1.0,0.0710216835141182,0.3,3.1319680213928223,0.3184123933315277,50,0.9395904064178466,1.7727567592369133,False
chain_length,ordered_edge,0.1,0.0800953358411789,0.03,2.5581743717193604,0.12595611810684204,50,0.07674523115158081,0.14479780373860154,False
temporal_edge,ordered_edge,0.0,0.08981407433748245,0.0,7.100572109222412,1.1681818962097168,50,0.0,0.0,False
tail_ordered,ordered_edge,0.0,0.3159993588924408,0.0,9.973828315734863,4.67193603515625,50,0.0,0.0,False
tail_edge_vector,ordered_edge,0.0,0.0831320658326149,0.0,11.977957725524902,2.054448366165161,50,0.0,0.0,False
tail_segment,ordered_edge,0.0,0.05779261887073517,0.0,15.359251022338867,1.7223265171051025,50,0.0,0.0,False
tail_chain,ordered_edge,0.0,0.04538097232580185,0.0,9.198851585388184,0.5511914491653442,50,0.0,0.0,False
v_loss,ordered_edge,0.0,1.0,1.0,1.9324322938919067,0.7432725429534912,90,1.9324322938919067,1.0,False
ordered_xy,ordered_edge,0.1,0.8805623054504395,0.03,0.11837861686944962,0.01884487271308899,90,0.003551358506083488,0.0018377660719647124,False
edge_vector,ordered_edge,1.0,0.18129123747348785,0.3,0.6908817291259766,0.20395316183567047,90,0.20726451873779297,0.10725577263064856,False
segment_length,ordered_edge,1.0,0.011357789859175682,0.3,0.7171466946601868,0.07334639132022858,90,0.21514400839805603,0.11133327106884419,False
chain_length,ordered_edge,0.1,0.04799787700176239,0.03,0.278466135263443,0.010711300186812878,90,0.00835398405790329,0.004323041011221365,False
temporal_edge,ordered_edge,0.0,-0.015496933832764626,0.0,2.0881755352020264,0.43034055829048157,90,0.0,0.0,False
tail_ordered,ordered_edge,0.0,0.7600467801094055,0.0,18.038501739501953,6.393610954284668,90,0.0,0.0,False
tail_edge_vector,ordered_edge,0.0,0.03376135230064392,0.0,3.4472174644470215,1.0504565238952637,90,0.0,0.0,False
tail_segment,ordered_edge,0.0,0.009419707581400871,0.0,4.6772894859313965,0.5528628826141357,90,0.0,0.0,False
tail_chain,ordered_edge,0.0,0.0339975468814373,0.0,2.7236435413360596,0.15624547004699707,90,0.0,0.0,False
v_loss,ordered_edge,0.0,1.0,1.0,3.758751630783081,1.24198317527771,99,3.758751630783081,1.0,False
ordered_xy,ordered_edge,0.1,0.9030860662460327,0.03,0.2152995616197586,0.041192881762981415,99,0.006458986848592758,0.0017183861779255475,False
edge_vector,ordered_edge,1.0,0.28386053442955017,0.3,0.5964394211769104,0.17704717814922333,99,0.17893182635307311,0.04760405685964286,False
segment_length,ordered_edge,1.0,-0.061112165451049805,0.3,0.46731963753700256,0.06364460289478302,99,0.14019589126110077,0.03729852489133287,False
chain_length,ordered_edge,0.1,-0.07140323519706726,0.03,0.47300028800964355,0.03142312914133072,99,0.014190008640289306,0.00377519188128241,False
temporal_edge,ordered_edge,0.0,0.03137652575969696,0.0,1.8622792959213257,0.2970588207244873,99,0.0,0.0,False
tail_ordered,ordered_edge,0.0,0.8155975341796875,0.0,15.938577651977539,8.148280143737793,99,0.0,0.0,False
tail_edge_vector,ordered_edge,0.0,0.09764579683542252,0.0,2.616061210632324,0.8361103534698486,99,0.0,0.0,False
tail_segment,ordered_edge,0.0,0.003776055760681629,0.0,2.7203662395477295,0.42964041233062744,99,0.0,0.0,False
tail_chain,ordered_edge,0.0,-0.046019960194826126,0.0,2.198791027069092,0.19759419560432434,99,0.0,0.0,False
v_loss,ordered_edge_temporal,0.0,1.0,1.0,1.3974878787994385,0.5934920907020569,10,1.3974878787994385,1.0,False
ordered_xy,ordered_edge_temporal,0.1,0.6975045800209045,0.03,0.004552747122943401,0.0011457044165581465,10,0.00013658241368830204,9.77342385292372e-05,False
edge_vector,ordered_edge_temporal,1.0,0.5621997117996216,0.3,2.3701531887054443,0.5911052823066711,10,0.7110459566116333,0.5088029509225386,False
segment_length,ordered_edge_temporal,1.0,0.46752122044563293,0.3,3.164128541946411,0.583541989326477,10,0.9492385625839233,0.6792463655566017,False
chain_length,ordered_edge_temporal,0.1,0.47922483086586,0.03,3.3875880241394043,0.3335934281349182,10,0.10162764072418212,0.07272166168016352,False
temporal_edge,ordered_edge_temporal,0.1,0.43180185556411743,0.03,7.750500679016113,1.554766297340393,10,0.23251502037048338,0.16638070633588153,False
tail_ordered,ordered_edge_temporal,0.0,0.49211153388023376,0.0,6.762204647064209,2.4560539722442627,10,0.0,0.0,False
tail_edge_vector,ordered_edge_temporal,0.0,0.36707252264022827,0.0,11.05367374420166,2.927579402923584,10,0.0,0.0,False
tail_segment,ordered_edge_temporal,0.0,0.30471935868263245,0.0,13.584836959838867,2.8239994049072266,10,0.0,0.0,False
tail_chain,ordered_edge_temporal,0.0,0.24844974279403687,0.0,9.170003890991211,1.0128989219665527,10,0.0,0.0,False
v_loss,ordered_edge_temporal,0.0,1.0,1.0,0.5321527123451233,0.3924703299999237,50,0.5321527123451233,1.0,False
ordered_xy,ordered_edge_temporal,0.1,0.5061994194984436,0.03,0.016370410099625587,0.005152910482138395,50,0.0004911123029887676,0.0009228785113666032,False
edge_vector,ordered_edge_temporal,1.0,0.13200643658638,0.3,2.578193426132202,0.43718525767326355,50,0.7734580278396607,1.4534512554321828,False
segment_length,ordered_edge_temporal,1.0,0.06939666718244553,0.3,3.2076656818389893,0.31546294689178467,50,0.9622997045516968,1.808314948374453,False
chain_length,ordered_edge_temporal,0.1,0.07904481142759323,0.03,2.5047500133514404,0.12321025133132935,50,0.07514250040054321,0.14120476821286998,False
temporal_edge,ordered_edge_temporal,0.1,0.08988713473081589,0.03,6.819267272949219,1.1251811981201172,50,0.20457801818847657,0.3844347937022243,False
tail_ordered,ordered_edge_temporal,0.0,0.3144116699695587,0.0,10.27756404876709,4.674172401428223,50,0.0,0.0,False
tail_edge_vector,ordered_edge_temporal,0.0,0.08020889759063721,0.0,12.075800895690918,2.045125961303711,50,0.0,0.0,False
tail_segment,ordered_edge_temporal,0.0,0.05891478806734085,0.0,15.637810707092285,1.712895393371582,50,0.0,0.0,False
tail_chain,ordered_edge_temporal,0.0,0.042013298720121384,0.0,9.211135864257812,0.5457397699356079,50,0.0,0.0,False
v_loss,ordered_edge_temporal,0.0,1.0,1.0,1.9670121669769287,0.7486989498138428,90,1.9670121669769287,1.0,False
ordered_xy,ordered_edge_temporal,0.1,0.8784299492835999,0.03,0.12045334279537201,0.019023872911930084,90,0.00361360028386116,0.001837101134669059,False
edge_vector,ordered_edge_temporal,1.0,0.18927238881587982,0.3,0.6733842492103577,0.20227672159671783,90,0.2020152747631073,0.10270158881303795,False
segment_length,ordered_edge_temporal,1.0,0.011808906681835651,0.3,0.706037700176239,0.0729609876871109,90,0.2118113100528717,0.1076817488009753,False
chain_length,ordered_edge_temporal,0.1,0.053679756820201874,0.03,0.2830418050289154,0.011528466828167439,90,0.008491254150867461,0.0043168284840441745,False
temporal_edge,ordered_edge_temporal,0.1,-0.011465054005384445,0.03,1.9473514556884766,0.41481515765190125,90,0.058420543670654294,0.029700143522975734,False
tail_ordered,ordered_edge_temporal,0.0,0.7590565085411072,0.0,18.334274291992188,6.414996147155762,90,0.0,0.0,False
tail_edge_vector,ordered_edge_temporal,0.0,0.03785679116845131,0.0,3.409128189086914,1.0429654121398926,90,0.0,0.0,False
tail_segment,ordered_edge_temporal,0.0,0.003184996312484145,0.0,4.510229587554932,0.5480595827102661,90,0.0,0.0,False
tail_chain,ordered_edge_temporal,0.0,0.0329873226583004,0.0,2.667058229446411,0.1623924970626831,90,0.0,0.0,False
v_loss,ordered_edge_temporal,0.0,1.0,1.0,3.834327220916748,1.2500567436218262,99,3.834327220916748,1.0,False
ordered_xy,ordered_edge_temporal,0.1,0.9018822908401489,0.03,0.21881593763828278,0.041462115943431854,99,0.006564478129148483,0.0017120286691595884,False
edge_vector,ordered_edge_temporal,1.0,0.30088287591934204,0.3,0.5900920033454895,0.17373237013816833,99,0.17702760100364684,0.0461691427997951,False
segment_length,ordered_edge_temporal,1.0,-0.08292347192764282,0.3,0.48663389682769775,0.06550642102956772,99,0.14599016904830933,0.038074520153604574,False
chain_length,ordered_edge_temporal,0.1,-0.08804050832986832,0.03,0.4934554100036621,0.036021262407302856,99,0.014803662300109863,0.0038608239326455972,False
temporal_edge,ordered_edge_temporal,0.1,0.037725746631622314,0.03,1.6893281936645508,0.2755255699157715,99,0.05067984580993652,0.013217402399427845,False
tail_ordered,ordered_edge_temporal,0.0,0.8135533332824707,0.0,16.190200805664062,8.17828369140625,99,0.0,0.0,False
tail_edge_vector,ordered_edge_temporal,0.0,0.11055541783571243,0.0,2.4703238010406494,0.8167130947113037,99,0.0,0.0,False
tail_segment,ordered_edge_temporal,0.0,-0.022738512605428696,0.0,2.6126441955566406,0.4265686571598053,99,0.0,0.0,False
tail_chain,ordered_edge_temporal,0.0,-0.06380488723516464,0.0,2.1885013580322266,0.21012476086616516,99,0.0,0.0,False
