policy,condition,visible_seed,episode_idx,step_idx,fraction_before,fraction_after,fraction_delta,done_after,reward,model_x_ood_l2,model_x_ood_mean_abs,input_nn_l2,future_std_mean,future_norm,future_nn_l2,future_nn_mae,future_nearest_condition,future_condition_match,chosen_action_ood,chosen_clip_frac,chosen_pose0_x,chosen_pose0_y,chosen_pose1_x,chosen_pose1_y,chosen_pull_len,chosen_pose0_step_delta,chosen_pose1_step_delta,old_action_ood,old_clip_frac,old_pose0_x,old_pose0_y,old_pose1_x,old_pose1_y,old_pull_len,default_action_ood,default_clip_frac,default_pose0_x,default_pose0_y,default_pose1_x,default_pose1_y,default_pull_len,best_action_ood,best_clip_frac,best_pose0_x,best_pose0_y,best_pose1_x,best_pose1_y,best_pull_len,scope
old_state_action,free,310000,0,10,0.625,0.5416666666666666,-0.08333333333333337,0,-0.08333333333333337,nan,nan,0.051164787262678146,0.03982957452535629,0.4542882442474365,0.04330707713961601,0.019181368872523308,hidden_high_friction,0,0.23393502831459045,0.0,0.5093437433242798,0.006837848573923111,0.5234997272491455,-0.006665300577878952,0.019563406705856323,0.004557207226753235,0.006914949975907803,0.23393502831459045,0.0,0.5093437433242798,0.006837848573923111,0.5234997272491455,-0.006665300577878952,0.019563406705856323,0.15087753534317017,0.0,0.5290854573249817,-0.005548357963562012,0.548414945602417,-0.005064282566308975,0.0193355493247509,0.2231697291135788,0.0,0.5222519040107727,0.0047927312552928925,0.5543774962425232,-0.00300745852291584,0.03305898606777191,phase3_10b_future_rollout_audit_no_phase4_no_cps
old_state_action,free,310000,0,11,0.5416666666666666,0.5416666666666666,0.0,0,0.0,nan,nan,0.05099724233150482,0.03934583440423012,0.46089625358581543,0.04442582651972771,0.023365240544080734,hidden_breakaway_pin,0,0.19615943729877472,0.0,0.5037818551063538,-0.0008831024169921875,0.5183243155479431,-0.03239443898200989,0.03470515087246895,0.009515654295682907,0.026244493201375008,0.19615943729877472,0.0,0.5037818551063538,-0.0008831024169921875,0.5183243155479431,-0.03239443898200989,0.03470515087246895,0.1815372258424759,0.0,0.5220425724983215,-0.011782176792621613,0.5400246381759644,-0.026505358517169952,0.023240627720952034,0.18837478756904602,0.0,0.5081155896186829,-0.004899231716990471,0.5402311682701111,-0.016587669029831886,0.034176453948020935,phase3_10b_future_rollout_audit_no_phase4_no_cps
old_state_action,free,310000,0,12,0.5416666666666666,0.5416666666666666,0.0,0,0.0,nan,nan,0.05176696553826332,0.03902792930603027,0.4545360505580902,0.04049288481473923,0.0189509280025959,hidden_high_friction,0,0.24070924520492554,0.0,0.5036132335662842,0.00771259143948555,0.5060001611709595,0.019737038761377335,0.01225906889885664,0.008597347885370255,0.05356842279434204,0.24070924520492554,0.0,0.5036132335662842,0.00771259143948555,0.5060001611709595,0.019737038761377335,0.01225906889885664,0.2190869301557541,0.0,0.5254369974136353,0.01724107749760151,0.5274683833122253,0.005894936621189117,0.011526553891599178,0.2529737055301666,0.0,0.5122013092041016,0.026693211868405342,0.5366296172142029,0.0075885094702243805,0.031011803075671196,phase3_10b_future_rollout_audit_no_phase4_no_cps
old_state_action,free,310000,0,13,0.5416666666666666,0.5833333333333334,0.04166666666666674,0,0.04166666666666674,nan,nan,0.051689911633729935,0.03964628279209137,0.4561922252178192,0.04174812510609627,0.018722008913755417,hidden_high_friction,0,0.16148288547992706,0.0,0.5036819577217102,0.002097632735967636,0.5150188207626343,-0.005140064284205437,0.013450231403112411,0.005615379195660353,0.026461414992809296,0.16148288547992706,0.0,0.5036819577217102,0.002097632735967636,0.5150188207626343,-0.005140064284205437,0.013450231403112411,0.16974766552448273,0.0,0.5163398385047913,-0.009358596988022327,0.526435136795044,-0.019901590421795845,0.014596909284591675,0.25989189743995667,0.0,0.5046572685241699,0.0005594957619905472,0.5331560969352722,-0.012600351125001907,0.03139052167534828,phase3_10b_future_rollout_audit_no_phase4_no_cps
old_state_action,free,310000,0,14,0.5833333333333334,0.5833333333333334,0.0,0,0.0,nan,nan,0.050871361047029495,0.03804854676127434,0.4624965488910675,0.051266517490148544,0.02633894979953766,hidden_breakaway_pin,0,0.19581645727157593,0.0,0.4946118891239166,-0.013332361355423927,0.5067075490951538,-0.01872861757874489,0.013244793750345707,0.017898349091410637,0.015928780660033226,0.19581645727157593,0.0,0.4946118891239166,-0.013332361355423927,0.5067075490951538,-0.01872861757874489,0.013244793750345707,0.27472543716430664,0.0,0.498704731464386,-0.05529463291168213,0.5075610876083374,-0.07615535706281662,0.022662851959466934,0.30647820234298706,0.0,0.49097710847854614,-0.03979890048503876,0.5165977478027344,-0.05095701664686203,0.027944959700107574,phase3_10b_future_rollout_audit_no_phase4_no_cps
old_state_action,free,310000,0,15,0.5833333333333334,0.5833333333333334,0.0,0,0.0,nan,nan,0.04966099187731743,0.03861025348305702,0.4572533369064331,0.04665200412273407,0.021687034517526627,hidden_high_friction,0,0.2137441635131836,0.0,0.5034716129302979,-0.00467667356133461,0.520757794380188,0.008245892822742462,0.02158251218497753,0.012386106885969639,0.030414365231990814,0.2137441635131836,0.0,0.5034716129302979,-0.00467667356133461,0.520757794380188,0.008245892822742462,0.02158251218497753,0.20861676335334778,0.0,0.5129638910293579,0.011201517656445503,0.5429474115371704,-0.00020118243992328644,0.03207854554057121,0.26582351326942444,0.0,0.5111925005912781,0.013606870546936989,0.539929986000061,0.010045811533927917,0.02895728312432766,phase3_10b_future_rollout_audit_no_phase4_no_cps
old_state_action,free,310001,1,0,0.0,0.0,0.0,0,0.0,nan,nan,0.008776799775660038,0.03988209366798401,0.45513883233070374,0.04419240355491638,0.020462632179260254,hidden_high_friction,0,0.851348340511322,0.0,0.5139550566673279,0.4550129771232605,0.5280382037162781,-0.07550477236509323,0.5307046175003052,nan,nan,0.851348340511322,0.0,0.5139550566673279,0.4550129771232605,0.5280382037162781,-0.07550477236509323,0.5307046175003052,0.9497256278991699,0.0,0.5560973286628723,0.47166675329208374,0.5395528078079224,-0.056443944573402405,0.5283697843551636,0.8496163487434387,0.0,0.5535531640052795,0.4474043548107147,0.5284908413887024,-0.05633383244276047,0.5043612122535706,phase3_10b_future_rollout_audit_no_phase4_no_cps
old_state_action,free,310001,1,1,0.0,0.0,0.0,0,0.0,nan,nan,0.11277462542057037,0.0387905091047287,0.4556785821914673,0.046548280864953995,0.020327690988779068,hidden_high_friction,0,0.5558585524559021,0.0,0.5237809419631958,0.24506030976772308,0.5010324120521545,-0.03866695985198021,0.2846377491950989,0.21018247306346893,0.04567644000053406,0.5558585524559021,0.0,0.5237809419631958,0.24506030976772308,0.5010324120521545,-0.03866695985198021,0.2846377491950989,0.5106659531593323,0.0,0.5456768274307251,0.18812601268291473,0.5240916609764099,-0.03166123852133751,0.22084464132785797,0.5096696019172668,0.0,0.5422268509864807,0.1888466775417328,0.5336189866065979,-0.029874464496970177,0.2188904583454132,phase3_10b_future_rollout_audit_no_phase4_no_cps
old_state_action,free,310001,1,2,0.0,0.0,0.0,0,0.0,nan,nan,0.09893627464771271,0.038978662341833115,0.45459648966789246,0.044644203037023544,0.019197117537260056,hidden_high_friction,0,0.4858577251434326,0.0,0.5342037081718445,0.06833009421825409,0.5030461549758911,-0.11117129027843475,0.18218545615673065,0.1770372986793518,0.0725322812795639,0.4858577251434326,0.0,0.5342037081718445,0.06833009421825409,0.5030461549758911,-0.11117129027843475,0.18218545615673065,0.3777463734149933,0.0,0.5507189035415649,0.05626865476369858,0.5161049365997314,-0.06542260199785233,0.1265183389186859,0.3338172435760498,0.0,0.5381650924682617,0.06367688626050949,0.5219165086746216,-0.06539791822433472,0.130093514919281,phase3_10b_future_rollout_audit_no_phase4_no_cps
old_state_action,free,310001,1,3,0.0,0.0,0.0,0,0.0,nan,nan,0.06319498270750046,0.03936658799648285,0.45764586329460144,0.04698905721306801,0.021256163716316223,hidden_high_friction,0,0.1295914500951767,0.0,0.5411012768745422,-0.02528250589966774,0.5448298454284668,-0.0023086369037628174,0.023274468258023262,0.09386636316776276,0.1166059747338295,0.1295914500951767,0.0,0.5411012768745422,-0.02528250589966774,0.5448298454284668,-0.0023086369037628174,0.023274468258023262,0.26037976145744324,0.0,0.5526623129844666,-0.026588531211018562,0.5599216222763062,-0.024376023560762405,0.007588989567011595,0.23495233058929443,0.0,0.5355933904647827,-0.024151410907506943,0.5475414395332336,-0.02542804926633835,0.012016058899462223,phase3_10b_future_rollout_audit_no_phase4_no_cps
old_state_action,free,310001,1,4,0.0,0.0,0.0,0,0.0,nan,nan,0.0553232803940773,0.039332129061222076,0.4577435851097107,0.04561217129230499,0.02311478741466999,hidden_breakaway_pin,0,0.0627761110663414,0.0,0.5365537405014038,-0.07421678304672241,0.48547878861427307,-0.006052949465811253,0.08517605066299438,0.04914512857794762,0.05946904793381691,0.0627761110663414,0.0,0.5365537405014038,-0.07421678304672241,0.48547878861427307,-0.006052949465811253,0.08517605066299438,0.09711787849664688,0.0,0.5366377830505371,-0.0191783607006073,0.5199832916259766,-0.014354560524225235,0.017339006066322327,0.13384389877319336,0.0,0.5362032055854797,-0.03725848346948624,0.5209776759147644,-0.032272614538669586,0.01602110080420971,phase3_10b_future_rollout_audit_no_phase4_no_cps
old_state_action,free,310001,1,5,0.0,0.0,0.0,0,0.0,nan,nan,0.055861957371234894,0.03836679086089134,0.4597633481025696,0.04873811826109886,0.025547709316015244,hidden_breakaway_pin,0,0.151736319065094,0.0,0.5259330868721008,-0.05611014366149902,0.5051582455635071,-0.031496722251176834,0.032208919525146484,0.02099163457751274,0.03216623514890671,0.151736319065094,0.0,0.5259330868721008,-0.05611014366149902,0.5051582455635071,-0.031496722251176834,0.032208919525146484,0.1857151836156845,0.0,0.5442005395889282,-0.003597171977162361,0.5186516642570496,-0.04786589741706848,0.051112279295921326,0.08653869479894638,0.0,0.5241042375564575,-0.014599541202187538,0.5200420618057251,-0.03672509267926216,0.022495362907648087,phase3_10b_future_rollout_audit_no_phase4_no_cps
old_state_action,free,310001,1,6,0.0,0.0,0.0,0,0.0,nan,nan,0.04905515909194946,0.03854665532708168,0.46154701709747314,0.04747557267546654,0.024467799812555313,hidden_breakaway_pin,0,0.2392183244228363,0.0,0.5226095914840698,-0.05770852044224739,0.518017053604126,0.015009690076112747,0.07286308705806732,0.003687876043841243,0.048251375555992126,0.2392183244228363,0.0,0.5226095914840698,-0.05770852044224739,0.518017053604126,0.015009690076112747,0.07286308705806732,0.1585935652256012,0.0,0.5523977875709534,-0.017748631536960602,0.517765998840332,-0.015996072441339493,0.03467610478401184,0.08712184429168701,0.0,0.5361161231994629,-0.01069264579564333,0.5174256563186646,-0.009718632325530052,0.01871582865715027,phase3_10b_future_rollout_audit_no_phase4_no_cps
old_state_action,free,310001,1,7,0.0,0.0,0.0,0,0.0,nan,nan,0.053746048361063004,0.03910766914486885,0.4502539336681366,0.04294497147202492,0.01942683756351471,hidden_high_friction,0,0.2676395773887634,0.0,0.5314205884933472,-0.01794070191681385,0.5280061364173889,0.03962729126214981,0.05766916275024414,0.040732208639383316,0.026567047461867332,0.2676395773887634,0.0,0.5314205884933472,-0.01794070191681385,0.5280061364173889,0.03962729126214981,0.05766916275024414,0.24679599702358246,0.0,0.5626234412193298,0.03743313252925873,0.5458182692527771,0.0547933354973793,0.02416175603866577,0.2075359970331192,0.0,0.5590431690216064,0.03886096179485321,0.5522558093070984,0.03898855298757553,0.006788558792322874,phase3_10b_future_rollout_audit_no_phase4_no_cps
old_state_action,free,310001,1,8,0.0,0.0,0.0,0,0.0,nan,nan,0.05135875567793846,0.03887297585606575,0.4553092420101166,0.04475947096943855,0.019335927441716194,hidden_high_friction,0,0.2421025037765503,0.0,0.5420121550559998,-0.03283432498574257,0.528039813041687,0.019297685474157333,0.05397196486592293,0.018275702372193336,0.020329633727669716,0.2421025037765503,0.0,0.5420121550559998,-0.03283432498574257,0.528039813041687,0.019297685474157333,0.05397196486592293,0.29039812088012695,0.0,0.5608314275741577,0.009693292900919914,0.5608598589897156,0.014389339834451675,0.004696133080869913,0.21483534574508667,0.0,0.5498199462890625,0.01567629911005497,0.5615897178649902,0.011903971433639526,0.012359529733657837,phase3_10b_future_rollout_audit_no_phase4_no_cps
old_state_action,free,310001,1,9,0.0,0.0,0.0,0,0.0,nan,nan,0.05545688793063164,0.039852842688560486,0.45387813448905945,0.04371338710188866,0.019305627793073654,hidden_high_friction,0,0.24037253856658936,0.0,0.5347446203231812,-0.03207622841000557,0.5309163928031921,-0.002406703308224678,0.02991548180580139,0.00730696739628911,0.02189418114721775,0.24037253856658936,0.0,0.5347446203231812,-0.03207622841000557,0.5309163928031921,-0.002406703308224678,0.02991548180580139,0.23299375176429749,0.0,0.5565059185028076,-0.013650929555296898,0.5563498735427856,-0.010983562096953392,0.002671927912160754,0.1676875799894333,0.0,0.5486959218978882,-0.0037853866815567017,0.553038477897644,-0.0024598147720098495,0.004540367051959038,phase3_10b_future_rollout_audit_no_phase4_no_cps
old_state_action,free,310001,1,10,0.0,0.0,0.0,0,0.0,nan,nan,0.05565190315246582,0.03960303217172623,0.46034058928489685,0.04386468976736069,0.023372894152998924,hidden_breakaway_pin,0,0.2044677436351776,0.0,0.520835816860199,-0.03208942338824272,0.5167534947395325,-0.011349736712872982,0.021137641742825508,0.0139088099822402,0.016750089824199677,0.2044677436351776,0.0,0.520835816860199,-0.03208942338824272,0.5167534947395325,-0.011349736712872982,0.021137641742825508,0.1854473501443863,0.0,0.538054347038269,-0.018961850553750992,0.5348116755485535,-0.03272750973701477,0.014142428524792194,0.08677888661623001,0.0,0.5247305631637573,-0.015310252085328102,0.5282497406005859,-0.03247567638754845,0.017522454261779785,phase3_10b_future_rollout_audit_no_phase4_no_cps
old_state_action,free,310001,1,11,0.0,0.0,0.0,0,0.0,nan,nan,0.05021410435438156,0.0392906479537487,0.45393428206443787,0.03999122232198715,0.018157746642827988,hidden_high_friction,0,0.2523747980594635,0.0,0.528561532497406,-0.016819333657622337,0.508722722530365,0.009613407775759697,0.03304947912693024,0.017113221809267998,0.02244875580072403,0.2523747980594635,0.0,0.528561532497406,-0.016819333657622337,0.508722722530365,0.009613407775759697,0.03304947912693024,0.13749554753303528,0.0,0.539505124092102,0.008757958188652992,0.520661473274231,-0.0008491873741149902,0.02115136943757534,0.13873982429504395,0.0,0.535178542137146,0.02414429746568203,0.5295459032058716,0.002451561391353607,0.02241208218038082,phase3_10b_future_rollout_audit_no_phase4_no_cps
old_state_action,free,310001,1,12,0.0,0.0,0.0,0,0.0,nan,nan,0.053753431886434555,0.04021182656288147,0.4544108510017395,0.03948017582297325,0.017955055460333824,hidden_high_friction,0,0.19801031053066254,0.0,0.5163573622703552,-0.007511194795370102,0.5051791667938232,0.007461331784725189,0.018684983253479004,0.015348720364272594,0.00414586765691638,0.19801031053066254,0.0,0.5163573622703552,-0.007511194795370102,0.5051791667938232,0.007461331784725189,0.018684983253479004,0.19159150123596191,0.0,0.5384932160377502,-0.006116630509495735,0.5167950391769409,0.003961503505706787,0.023924456909298897,0.15316219627857208,0.0,0.5235530734062195,0.008703822270035744,0.5176141858100891,-0.0007157232612371445,0.011135448701679707,phase3_10b_future_rollout_audit_no_phase4_no_cps
old_state_action,free,310001,1,13,0.0,0.0,0.0,0,0.0,nan,nan,0.050008565187454224,0.03909251466393471,0.4601658582687378,0.0484679713845253,0.02473306655883789,hidden_breakaway_pin,0,0.1812037229537964,0.0,0.5086996555328369,-0.026163248345255852,0.5033124089241028,-0.026524826884269714,0.005399367306381464,0.020162826403975487,0.03403738886117935,0.1812037229537964,0.0,0.5086996555328369,-0.026163248345255852,0.5033124089241028,-0.026524826884269714,0.005399367306381464,0.16313286125659943,0.0,0.5194613933563232,-0.065913625061512,0.5118287205696106,-0.06626996397972107,0.0076409862376749516,0.10655257105827332,0.0,0.5138755440711975,-0.04132585972547531,0.5097800493240356,-0.04475181922316551,0.005339501425623894,phase3_10b_future_rollout_audit_no_phase4_no_cps
old_state_action,free,310001,1,14,0.0,0.0,0.0,0,0.0,nan,nan,0.04870409518480301,0.0391223281621933,0.4564013183116913,0.044342268258333206,0.019569410011172295,hidden_high_friction,0,0.16804921627044678,0.0,0.5144175887107849,-5.0924718379974365e-05,0.5049660205841064,-0.006633426994085312,0.011517875827848911,0.026731034740805626,0.019960016012191772,0.16804921627044678,0.0,0.5144175887107849,-5.0924718379974365e-05,0.5049660205841064,-0.006633426994085312,0.011517875827848911,0.20195654034614563,0.0,0.5366127490997314,0.019053315743803978,0.5325103998184204,0.010646011680364609,0.009354786947369576,0.18271876871585846,0.0,0.5333704352378845,0.02477412112057209,0.5296640396118164,0.018703043460845947,0.007113040890544653,phase3_10b_future_rollout_audit_no_phase4_no_cps
old_state_action,free,310001,1,15,0.0,0.0,0.0,0,0.0,nan,nan,0.05016275867819786,0.03907915577292442,0.45793628692626953,0.04513943940401077,0.02298424206674099,hidden_breakaway_pin,0,0.11061850935220718,0.0,0.5074235200881958,-0.010444965213537216,0.48307180404663086,-0.03459448367357254,0.03429584950208664,0.012528091669082642,0.03551305830478668,0.11061850935220718,0.0,0.5074235200881958,-0.010444965213537216,0.48307180404663086,-0.03459448367357254,0.03429584950208664,0.15899904072284698,0.0,0.5215626358985901,-0.0007711183279752731,0.5094467997550964,-0.016143634915351868,0.019573139026761055,0.16681548953056335,0.0,0.5218507051467896,0.0006578993052244186,0.5106930136680603,-0.019282713532447815,0.02284999191761017,phase3_10b_future_rollout_audit_no_phase4_no_cps
old_state_action,free,310002,2,0,0.0,0.0,0.0,0,0.0,nan,nan,0.011484568938612938,0.039116133004426956,0.4562422037124634,0.04506738483905792,0.020176995545625687,free,1,0.6153109669685364,0.0,0.7126504182815552,-0.15890246629714966,0.4409257173538208,0.04535665363073349,0.33993545174598694,nan,nan,0.6153109669685364,0.0,0.7126504182815552,-0.15890246629714966,0.4409257173538208,0.04535665363073349,0.33993545174598694,0.7733114957809448,0.0,0.7521390318870544,-0.1790911704301834,0.4697869122028351,0.037298157811164856,0.35573452711105347,0.8025242686271667,0.0,0.7459399104118347,-0.14132581651210785,0.4949536621570587,0.023817580193281174,0.30044373869895935,phase3_10b_future_rollout_audit_no_phase4_no_cps
old_state_action,free,310002,2,1,0.0,0.0,0.0,0,0.0,nan,nan,0.09362611174583435,0.03933856636285782,0.4542504549026489,0.04070663079619408,0.017850633710622787,hidden_high_friction,0,0.5566040277481079,0.0,0.6421118974685669,-0.07559563964605331,0.5450197458267212,0.023631270974874496,0.13882674276828766,0.10915910452604294,0.10633700340986252,0.5566040277481079,0.0,0.6421118974685669,-0.07559563964605331,0.5450197458267212,0.023631270974874496,0.13882674276828766,0.4439453184604645,0.0,0.6423740983009338,-0.1166883185505867,0.5253210663795471,0.013771794736385345,0.1752748042345047,0.3953043222427368,0.0,0.6341066956520081,-0.07325415313243866,0.5201447606086731,-0.0030270852148532867,0.1338624805212021,phase3_10b_future_rollout_audit_no_phase4_no_cps
